seq,llatitude,longitude,llatitude_utm,longitude_utm,option
135396,37.23965631,126.7736361,302516.9182,4123781.294,0
135417,37.23965414,126.7736412,302517.3636,4123781.043,0
135437,37.23965198,126.7736463,302517.8079,4123780.792,0
135450,37.23964972,126.7736516,302518.2716,4123780.531,0
135459,37.2396476,126.7736565,302518.7088,4123780.285,0
135466,37.2396454,126.7736617,302519.164,4123780.031,0
135473,37.23964303,126.7736674,302519.656,4123779.756,0
135480,37.23964071,126.7736729,302520.1386,4123779.487,0
135487,37.23963825,126.7736787,302520.652,4123779.201,0
135493,37.23963572,126.7736847,302521.1795,4123778.908,0
135498,37.23963347,126.7736901,302521.6512,4123778.647,0
135503,37.23963087,126.7736963,302522.1952,4123778.346,0
135508,37.23962848,126.773702,302522.6931,4123778.069,0
135512,37.23962635,126.7737071,302523.1383,4123777.822,0
135517,37.23962387,126.773713,302523.6564,4123777.534,0
135522,37.23962138,126.773719,302524.1789,4123777.246,0
135527,37.23961914,126.7737243,302524.6486,4123776.986,0
135532,37.23961634,126.7737311,302525.2375,4123776.66,0
135536,37.23961415,126.7737363,302525.6958,4123776.407,0
135540,37.23961184,126.7737418,302526.1803,4123776.139,0
135544,37.23960964,126.7737471,302526.6417,4123775.884,0
135548,37.23960719,126.773753,302527.1562,4123775.6,0
135552,37.23960476,126.7737588,302527.6659,4123775.318,0
135556,37.23960222,126.7737648,302528.197,4123775.023,0
135561,37.2395998,126.7737706,302528.7012,4123774.743,0
135566,37.23959722,126.7737767,302529.239,4123774.444,0
135572,37.23959454,126.7737831,302529.7962,4123774.133,0
135578,37.23959243,126.7737881,302530.2368,4123773.888,0
135584,37.23959027,126.7737935,302530.7132,4123773.638,0
135590,37.23958815,126.7737989,302531.1844,4123773.392,0
135597,37.23958609,126.7738047,302531.6945,4123773.15,0
135603,37.23958438,126.77381,302532.1583,4123772.95,0
135610,37.23958238,126.7738166,302532.7348,4123772.715,0
135616,37.23958062,126.7738224,302533.2445,4123772.507,0
135622,37.23957909,126.7738277,302533.7139,4123772.326,0
135629,37.23957742,126.773834,302534.2653,4123772.127,10
135635,37.239576,126.7738395,302534.7522,4123771.958,10
135642,37.23957454,126.773846,302535.3274,4123771.783,10
135648,37.23957352,126.7738518,302535.8408,4123771.657,10
135655,37.23957274,126.7738585,302536.4312,4123771.557,10
135662,37.23957218,126.7738649,302536.992,4123771.481,10
135670,37.2395716,126.773871,302537.5326,4123771.405,10
135677,37.23957107,126.7738767,302538.0408,4123771.333,10
135684,37.23957048,126.7738833,302538.6229,4123771.255,10
135691,37.23957004,126.7738893,302539.1534,4123771.193,10
135698,37.23956972,126.7738954,302539.6968,4123771.145,10
135704,37.23956959,126.7739016,302540.2467,4123771.117,10
135711,37.23956965,126.7739084,302540.8482,4123771.11,10
135718,37.23956996,126.773915,302541.4316,4123771.131,10
135725,37.23957047,126.7739212,302541.9863,4123771.174,10
135731,37.23957135,126.7739268,302542.4843,4123771.26,10
135737,37.23957275,126.7739324,302542.9859,4123771.404,10
135744,37.23957436,126.7739377,302543.4572,4123771.572,10
135752,37.23957617,126.7739436,302543.9922,4123771.76,10
135761,37.2395778,126.7739491,302544.4783,4123771.929,10
135770,37.23957943,126.7739545,302544.9665,4123772.099,10
135779,37.23958122,126.7739601,302545.4648,4123772.286,10
135788,37.23958319,126.7739656,302545.9599,4123772.493,10
135795,37.23958517,126.7739709,302546.4316,4123772.702,10
135802,37.23958736,126.7739763,302546.9158,4123772.933,10
135809,37.23958954,126.7739815,302547.3823,4123773.165,10
135816,37.23959192,126.7739867,302547.8518,4123773.418,10
135823,37.23959448,126.7739921,302548.3367,4123773.69,10
135830,37.23959709,126.7739973,302548.8046,4123773.97,10
135836,37.23959957,126.774002,302549.2298,4123774.235,10
135842,37.23960212,126.7740067,302549.6544,4123774.508,10
135848,37.23960478,126.7740114,302550.0792,4123774.794,10
135854,37.23960751,126.7740161,302550.5014,4123775.086,10
135860,37.23961031,126.7740208,302550.9244,4123775.388,10
135866,37.23961313,126.7740254,302551.3381,4123775.69,10
135872,37.23961618,126.7740302,302551.7718,4123776.019,10
135879,37.23961961,126.7740348,302552.1965,4123776.389,10
135887,37.23962369,126.7740391,302552.5878,4123776.833,10
135894,37.23962737,126.7740425,302552.8965,4123777.235,10
135900,37.23963131,126.774046,302553.2129,4123777.665,10
135907,37.23963518,126.7740494,302553.5248,4123778.087,10
135914,37.23963924,126.7740529,302553.8477,4123778.53,10
135921,37.23964336,126.7740563,302554.1634,4123778.98,0
135928,37.23964792,126.77406,302554.5019,4123779.478,0
135935,37.23965217,126.7740635,302554.8195,4123779.943,0
135941,37.23965641,126.7740669,302555.1338,4123780.406,0
135947,37.23966094,126.7740703,302555.4484,4123780.902,0
135953,37.23966501,126.7740734,302555.7318,4123781.347,0
135959,37.23966933,126.7740766,302556.0304,4123781.82,0
135965,37.23967335,126.7740794,302556.2893,4123782.26,0
135971,37.23967729,126.7740822,302556.5451,4123782.691,0
135978,37.23968185,126.7740854,302556.8403,4123783.191,0
135984,37.23968612,126.7740881,302557.0977,4123783.658,0
135991,37.23969081,126.7740912,302557.3828,4123784.173,0
135998,37.23969524,126.7740941,302557.6519,4123784.658,0
136005,37.23969988,126.7740972,302557.934,4123785.167,0
136011,37.23970403,126.7740999,302558.1857,4123785.622,0
136016,37.2397084,126.7741027,302558.4498,4123786.1,0
136021,37.23971245,126.7741054,302558.6947,4123786.544,0
136024,37.23971655,126.774108,302558.9427,4123786.993,0
136029,37.23972103,126.774111,302559.2133,4123787.485,0
136033,37.23972517,126.7741136,302559.4624,4123787.938,0
136037,37.23972947,126.7741164,302559.7214,4123788.409,2
136041,37.23973397,126.7741194,302559.9919,4123788.903,0
136045,37.23973861,126.7741224,302560.2711,4123789.412,0
136049,37.2397436,126.7741256,302560.5713,4123789.958,0
136053,37.23974834,126.7741287,302560.8564,4123790.477,0
136058,37.23975312,126.7741318,302561.1455,4123791.002,0
136063,37.23975786,126.7741349,302561.4317,4123791.522,0
136068,37.2397621,126.7741376,302561.6863,4123791.986,0
136073,37.23976666,126.7741406,302561.9606,4123792.486,0
136078,37.23977119,126.7741435,302562.2348,4123792.983,0
136084,37.23977577,126.7741465,302562.5119,4123793.484,0
136090,37.23978064,126.7741497,302562.8074,4123794.019,0
136095,37.23978466,126.7741523,302563.0505,4123794.459,0
136099,37.23978883,126.7741551,302563.3021,4123794.915,0
136103,37.23979338,126.774158,302563.5768,4123795.414,0
136107,37.23979752,126.7741607,302563.8268,4123795.869,0
136111,37.23980186,126.7741635,302564.0879,4123796.344,0
136115,37.23980634,126.7741664,302564.3573,4123796.835,0
136119,37.23981086,126.7741694,302564.6292,4123797.33,0
136123,37.23981596,126.7741727,302564.936,4123797.889,0
136127,37.23982005,126.7741753,302565.1819,4123798.337,0
136130,37.23982419,126.774178,302565.431,4123798.791,0
136133,37.23982909,126.7741812,302565.7254,4123799.328,0
136137,37.2398342,126.7741845,302566.0323,4123799.889,0
136141,37.23983899,126.7741876,302566.3163,4123800.414,0
136144,37.23984367,126.7741903,302566.5736,4123800.927,0
136147,37.23984904,126.7741932,302566.8398,4123801.517,0
136151,37.23985428,126.7741958,302567.0896,4123802.093,0
136155,37.23985878,126.7741981,302567.3008,4123802.588,0
136159,37.23986392,126.7742004,302567.517,4123803.153,0
136163,37.23986962,126.7742024,302567.7094,4123803.781,0
136167,37.23987461,126.7742036,302567.8325,4123804.333,0
136172,37.23988013,126.7742046,302567.9361,4123804.943,0
136176,37.23988505,126.7742051,302567.9927,4123805.488,0
136180,37.2398897,126.7742053,302568.0256,4123806.004,0
136185,37.23989577,126.7742056,302568.0632,4123806.677,0
136189,37.23990101,126.7742056,302568.0763,4123807.258,0
136193,37.23990576,126.7742055,302568.0847,4123807.785,0
136198,37.23991083,126.7742053,302568.0781,4123808.348,0
136202,37.23991553,126.774205,302568.0647,4123808.87,0
136207,37.23992053,126.7742045,302568.0357,4123809.425,0
136212,37.23992556,126.774204,302568.0002,4123809.985,0
136217,37.23993134,126.7742032,302567.9435,4123810.628,0
136221,37.23993608,126.7742021,302567.8594,4123811.156,0
136226,37.23994062,126.7742006,302567.7352,4123811.663,0
136231,37.23994552,126.7741984,302567.5588,4123812.212,0
136235,37.2399505,126.7741957,302567.3339,4123812.77,0
136241,37.23995517,126.7741931,302567.1137,4123813.293,0
136246,37.23995948,126.7741905,302566.891,4123813.777,0
136251,37.23996391,126.7741873,302566.6227,4123814.276,0
136256,37.23996841,126.7741836,302566.3016,4123814.783,0
136261,37.23997248,126.7741794,302565.9433,4123815.243,0
136267,37.23997663,126.7741743,302565.5031,4123815.714,0
136273,37.23998001,126.7741693,302565.0626,4123816.099,0
136278,37.23998279,126.7741644,302564.6368,4123816.418,0
136282,37.2399854,126.7741596,302564.2182,4123816.718,0
136287,37.23998844,126.7741541,302563.7358,4123817.066,0
136292,37.23999124,126.774149,302563.2907,4123817.388,0
136297,37.23999445,126.7741431,302562.7818,4123817.756,0
136301,37.23999744,126.7741377,302562.3052,4123818.1,0
136305,37.24000018,126.7741325,302561.852,4123818.414,0
136309,37.24000308,126.774127,302561.3696,4123818.748,0
136313,37.24000569,126.774122,302560.9356,4123819.048,0
136316,37.24000819,126.7741172,302560.5201,4123819.335,0
136320,37.24001107,126.7741118,302560.0413,4123819.665,0
136324,37.2400142,126.7741056,302559.5074,4123820.026,0
136328,37.24001748,126.774099,302558.9259,4123820.404,0
136332,37.24001996,126.7740939,302558.4826,4123820.69,0
136336,37.24002244,126.7740887,302558.0217,4123820.976,0
136340,37.24002493,126.7740834,302557.5597,4123821.263,0
136344,37.24002735,126.7740782,302557.1079,4123821.543,0
136348,37.24002978,126.774073,302556.6551,4123821.823,0
136351,37.2400322,126.7740679,302556.2041,4123822.102,0
136355,37.2400347,126.7740626,302555.738,4123822.39,0
136359,37.24003715,126.774057,302555.25,4123822.674,0
136363,37.24003963,126.7740511,302554.7307,4123822.962,0
136368,37.24004204,126.7740453,302554.2259,4123823.241,0
136373,37.24004462,126.7740392,302553.6874,4123823.54,0
136378,37.24004686,126.7740338,302553.2181,4123823.8,0
136383,37.24004944,126.7740276,302552.6785,4123824.099,0
136387,37.24005163,126.7740224,302552.2199,4123824.352,0
136391,37.24005415,126.7740164,302551.6918,4123824.644,0
136395,37.24005652,126.7740107,302551.194,4123824.92,0
136399,37.24005896,126.7740048,302550.6817,4123825.202,0
136403,37.24006152,126.7739987,302550.146,4123825.5,0
136407,37.24006416,126.7739924,302549.5883,4123825.806,0
136411,37.2400665,126.7739867,302549.0945,4123826.078,0
136415,37.24006915,126.7739804,302548.5402,4123826.385,0
136419,37.24007129,126.7739753,302548.092,4123826.633,0
136423,37.24007361,126.7739697,302547.6053,4123826.901,0
136427,37.24007624,126.7739634,302547.0522,4123827.206,0
136431,37.2400785,126.773958,302546.5806,4123827.468,0
136435,37.24008107,126.7739519,302546.0411,4123827.767,0
136438,37.24008372,126.7739455,302545.4843,4123828.074,0
136442,37.24008646,126.773939,302544.9082,4123828.392,0
136445,37.24008856,126.7739339,302544.4672,4123828.635,0
136448,37.24009069,126.7739288,302544.0203,4123828.882,0
136451,37.24009289,126.7739235,302543.5559,4123829.138,0
136454,37.24009505,126.7739183,302543.1018,4123829.388,0
136457,37.24009733,126.7739128,302542.6204,4123829.653,0
136460,37.24009984,126.7739068,302542.0914,4123829.944,0
136463,37.24010218,126.7739012,302541.5985,4123830.215,0
136466,37.24010454,126.7738955,302541.1002,4123830.489,0
136468,37.24010685,126.7738899,302540.6133,4123830.756,0
136471,37.24010893,126.7738849,302540.1745,4123830.998,0
136474,37.2401113,126.7738792,302539.6749,4123831.272,0
136477,37.24011382,126.7738732,302539.1423,4123831.565,0
136480,37.24011649,126.7738667,302538.5769,4123831.874,0
136483,37.24011902,126.7738606,302538.0414,4123832.168,0
136486,37.24012114,126.7738555,302537.5923,4123832.414,0
136489,37.24012361,126.7738495,302537.0712,4123832.7,0
136491,37.24012572,126.7738444,302536.6253,4123832.945,0
136493,37.24012781,126.7738394,302536.182,4123833.188,0
136496,37.24013035,126.7738333,302535.6468,4123833.482,0
136499,37.24013292,126.773827,302535.1017,4123833.781,0
136502,37.24013544,126.773821,302534.5694,4123834.073,0
136504,37.24013752,126.773816,302534.1301,4123834.314,0
136507,37.24014006,126.7738098,302533.5934,4123834.608,0
136510,37.24014293,126.7738029,302532.9852,4123834.942,0
136513,37.24014602,126.7737954,302532.332,4123835.3,0
136516,37.24014828,126.77379,302531.8527,4123835.563,0
136519,37.24015084,126.7737838,302531.3107,4123835.86,0
136522,37.24015338,126.7737777,302530.7739,4123836.154,0
136524,37.24015546,126.7737726,302530.3324,4123836.395,0
136527,37.24015768,126.7737673,302529.8633,4123836.653,0
136530,37.24016023,126.7737611,302529.3242,4123836.948,0
136532,37.24016235,126.773756,302528.874,4123837.195,0
136534,37.2401645,126.7737508,302528.4192,4123837.444,0
136537,37.24016711,126.7737445,302527.8671,4123837.746,0
136540,37.24016972,126.7737382,302527.3138,4123838.049,0
136543,37.24017225,126.7737321,302526.7774,4123838.343,0
136545,37.24017439,126.7737269,302526.3243,4123838.591,0
136548,37.24017691,126.7737208,302525.7915,4123838.884,0
136551,37.24017952,126.7737145,302525.2403,4123839.186,0
136554,37.24018211,126.7737083,302524.691,4123839.487,0
136557,37.24018471,126.773702,302524.1422,4123839.788,0
136560,37.24018731,126.7736957,302523.5933,4123840.089,0
136563,37.24018955,126.7736903,302523.1193,4123840.35,0
136566,37.2401921,126.7736842,302522.5812,4123840.645,0
136568,37.24019423,126.773679,302522.1316,4123840.892,0
136571,37.24019678,126.7736729,302521.5926,4123841.188,0
136574,37.24019951,126.7736663,302521.0162,4123841.505,0
136576,37.24020167,126.7736611,302520.5611,4123841.755,0
136579,37.24020425,126.7736549,302520.0149,4123842.055,0
136582,37.24020683,126.7736486,302519.4646,4123842.354,0
136585,37.24020927,126.7736423,302518.9141,4123842.638,0
136588,37.24021168,126.773636,302518.362,4123842.919,0
136591,37.24021411,126.7736296,302517.8014,4123843.201,0
136593,37.24021609,126.7736244,302517.3433,4123843.432,0
136596,37.24021846,126.7736182,302516.794,4123843.708,0
136599,37.24022055,126.7736126,302516.3076,4123843.952,0
136602,37.24022288,126.7736065,302515.768,4123844.223,0
136604,37.24022486,126.7736012,302515.3089,4123844.454,0
136607,37.24022684,126.773596,302514.8506,4123844.684,0
136610,37.24022924,126.7735897,302514.2961,4123844.963,0
136613,37.24023162,126.7735834,302513.7438,4123845.241,0
136616,37.24023394,126.7735773,302513.2061,4123845.511,0
136619,37.24023612,126.7735715,302512.7023,4123845.765,0
136622,37.24023823,126.773566,302512.2164,4123846.01,0
136625,37.24024047,126.7735601,302511.7019,4123846.271,0
136629,37.240243,126.7735535,302511.1249,4123846.566,0
136633,37.24024517,126.7735479,302510.6295,4123846.818,0
136637,37.24024738,126.7735421,302510.1254,4123847.076,0
136641,37.24024984,126.7735358,302509.5661,4123847.362,0
136645,37.24025219,126.7735299,302509.0538,4123847.635,0
136649,37.24025459,126.7735243,302508.5645,4123847.913,0
136654,37.24025714,126.7735184,302508.0474,4123848.208,0
136659,37.24025992,126.773512,302507.4857,4123848.529,0
136664,37.24026221,126.7735067,302507.0216,4123848.795,0
136669,37.24026474,126.7735008,302506.4991,4123849.089,0
136674,37.24026706,126.7734953,302506.0206,4123849.358,0
136679,37.24026922,126.7734902,302505.5765,4123849.608,0
136684,37.24027175,126.7734843,302505.0551,4123849.9,0
136689,37.24027403,126.7734788,302504.5795,4123850.165,0
136694,37.24027672,126.7734721,302503.9883,4123850.478,0
136698,37.24027885,126.7734668,302503.525,4123850.724,0
136703,37.24028139,126.7734605,302502.9698,4123851.02,0
136707,37.24028396,126.7734541,302502.408,4123851.319,0
136711,37.2402861,126.7734487,302501.9411,4123851.567,0
136715,37.24028858,126.7734426,302501.4,4123851.855,0
136719,37.24029129,126.7734358,302500.8095,4123852.169,0
136723,37.24029357,126.7734302,302500.3108,4123852.435,0
136726,37.24029571,126.7734248,302499.8438,4123852.684,0
136730,37.24029811,126.7734189,302499.3222,4123852.962,0
136733,37.24030015,126.7734138,302498.8758,4123853.199,0
136736,37.24030246,126.7734081,302498.3746,4123853.467,0
136740,37.24030526,126.7734011,302497.7636,4123853.792,0
136744,37.24030804,126.7733942,302497.1567,4123854.115,0
136748,37.24031042,126.7733882,302496.6376,4123854.392,0
136752,37.24031288,126.7733821,302496.1017,4123854.678,0
136756,37.24031536,126.773376,302495.5634,4123854.966,0
136760,37.24031817,126.7733692,302494.9702,4123855.291,0
136764,37.24032044,126.7733638,302494.4977,4123855.555,0
136768,37.24032269,126.7733585,302494.0326,4123855.816,0
136772,37.24032512,126.773353,302493.5462,4123856.097,0
136776,37.24032773,126.7733472,302493.0389,4123856.398,0
136781,37.24033063,126.7733413,302492.5231,4123856.733,0
136785,37.24033359,126.7733359,302492.053,4123857.072,0
136790,37.24033688,126.7733305,302491.5803,4123857.448,0
136794,37.2403399,126.7733259,302491.1861,4123857.792,0
136798,37.24034306,126.7733216,302490.812,4123858.152,0
136802,37.24034627,126.7733175,302490.451,4123858.518,0
136806,37.24035019,126.7733129,302490.0613,4123858.962,0
136810,37.24035372,126.7733094,302489.7561,4123859.361,0
136815,37.24035753,126.7733058,302489.4448,4123859.791,0
136819,37.24036152,126.773302,302489.118,4123860.242,0
136823,37.2403653,126.7732986,302488.8312,4123860.669,0
136828,37.24036941,126.7732954,302488.5537,4123861.131,0
136833,37.24037404,126.7732919,302488.2598,4123861.652,0
136838,37.24037821,126.7732893,302488.0336,4123862.121,0
136843,37.24038293,126.7732866,302487.8061,4123862.649,0
136849,37.24038782,126.7732841,302487.6011,4123863.197,0
136854,37.24039222,126.7732825,302487.469,4123863.689,0
136860,37.24039704,126.7732816,302487.4065,4123864.226,0
136867,37.24040155,126.7732819,302487.4446,4123864.726,0
136874,37.24040638,126.7732836,302487.6004,4123865.258,0
136881,37.24041064,126.7732856,302487.7939,4123865.726,0
136887,37.24041496,126.773288,302488.0209,4123866.201,0
136892,37.24041925,126.7732905,302488.248,4123866.672,0
136897,37.24042402,126.7732931,302488.4974,4123867.195,0
136902,37.24042877,126.7732958,302488.7467,4123867.717,0
136906,37.24043308,126.7732983,302488.9799,4123868.19,0
136911,37.24043796,126.7733012,302489.2448,4123868.725,0
136915,37.24044235,126.7733037,302489.483,4123869.207,0
136919,37.24044739,126.7733067,302489.7566,4123869.761,0
136923,37.24045171,126.7733092,302489.9924,4123870.234,0
136926,37.240456,126.7733119,302490.241,4123870.705,0
136929,37.24046039,126.7733146,302490.4955,4123871.186,0
136934,37.24046543,126.7733178,302490.7894,4123871.739,0
136938,37.24046997,126.7733206,302491.0536,4123872.237,0
136942,37.24047473,126.7733236,302491.3315,4123872.759,0
136946,37.24047967,126.7733267,302491.6193,4123873.3,0
136950,37.24048474,126.7733299,302491.9155,4123873.856,0
136954,37.24048993,126.7733332,302492.2188,4123874.426,0
136957,37.24049398,126.7733358,302492.4601,4123874.87,0
136960,37.24049971,126.7733397,302492.822,4123875.497,0
136963,37.2405037,126.7733424,302493.0782,4123875.934,0
136967,37.24050843,126.7733457,302493.383,4123876.452,0
136971,37.24051353,126.7733493,302493.7128,4123877.01,0
136975,37.24051782,126.7733523,302493.9902,4123877.48,0
136978,37.24052196,126.7733552,302494.2577,4123877.933,0
136982,37.24052694,126.7733587,302494.5788,4123878.479,0
136986,37.24053209,126.7733622,302494.9013,4123879.043,0
136990,37.24053677,126.7733653,302495.1919,4123879.555,0
136993,37.24054198,126.7733688,302495.5156,4123880.127,0
136996,37.24054608,126.7733715,302495.7703,4123880.576,0
136999,37.24055021,126.7733743,302496.0266,4123881.028,0
137002,37.24055581,126.7733781,302496.3757,4123881.642,0
137005,37.24056011,126.773381,302496.6433,4123882.113,0
137008,37.24056446,126.7733839,302496.914,4123882.59,0
137011,37.24056888,126.7733868,302497.188,4123883.074,0
137014,37.24057339,126.7733899,302497.4676,4123883.568,0
137017,37.24057792,126.7733929,302497.7484,4123884.064,0
137020,37.24058408,126.773397,302498.1293,4123884.739,0
137023,37.24058877,126.7734002,302498.4208,4123885.253,0
137026,37.24059388,126.7734038,302498.7551,4123885.812,0
137029,37.24059827,126.773407,302499.0517,4123886.293,0
137032,37.24060244,126.7734101,302499.3356,4123886.749,0
137035,37.24060651,126.7734131,302499.6144,4123887.194,0
137039,37.24061176,126.7734172,302499.9903,4123887.769,0
137043,37.2406167,126.7734214,302500.3782,4123888.308,0
137047,37.24062136,126.7734257,302500.7677,4123888.816,0
137051,37.24062583,126.77343,302501.1683,4123889.303,0
137055,37.24062996,126.7734342,302501.5457,4123889.752,0
137059,37.24063358,126.7734378,302501.8784,4123890.147,0
137063,37.24063734,126.7734416,302502.2234,4123890.555,0
137067,37.24064168,126.773446,302502.6235,4123891.028,0
